服务区,子集掩码,货箱编号列表,机型,箱数,质量_kg,体积_m3,能耗_kwh,作业时间_s,返航SOC
S001,12440,"S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12441,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12442,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12443,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12444,"S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12445,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12446,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12447,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12448,"S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12449,"S001-MED-01,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12450,"S001-MED-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12451,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12452,"S001-WAT-01,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12453,"S001-MED-01,S001-WAT-01,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12454,"S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12455,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12456,"S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12457,"S001-MED-01,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12458,"S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12459,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12460,"S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12461,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12462,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12463,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12464,"S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12465,"S001-MED-01,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12466,"S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12467,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12468,"S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12469,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12470,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12471,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12472,"S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12473,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12474,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12475,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12480,"S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12481,"S001-MED-01,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12482,"S001-MED-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12483,"S001-MED-01,S001-MED-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12484,"S001-WAT-01,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12485,"S001-MED-01,S001-WAT-01,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12486,"S001-MED-02,S001-WAT-01,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12487,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12488,"S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12489,"S001-MED-01,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12490,"S001-MED-02,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12491,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12492,"S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12493,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12494,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12495,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12496,"S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12497,"S001-MED-01,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12498,"S001-MED-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12499,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12500,"S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12501,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12502,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12503,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12504,"S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12505,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12506,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12507,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12512,"S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12513,"S001-MED-01,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12514,"S001-MED-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12515,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12516,"S001-WAT-01,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12517,"S001-MED-01,S001-WAT-01,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12518,"S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12519,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12520,"S001-WAT-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12521,"S001-MED-01,S001-WAT-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12522,"S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12523,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12528,"S001-WAT-03,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12529,"S001-MED-01,S001-WAT-03,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12530,"S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12531,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12544,"S001-WAT-07,S001-FOD-03,S001-HYG-01",C,3,28.0,0.09,2.0743379147742087,1295.280847221722,0.740707760653224
S001,12545,"S001-MED-01,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,31.0,0.102,2.0983300531766846,1361.280847221722,0.7377087433529144
S001,12546,"S001-MED-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,31.0,0.102,2.0983300531766846,1361.280847221722,0.7377087433529144
S001,12547,"S001-MED-01,S001-MED-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,34.0,0.11399999999999999,2.1244712300416255,1427.280847221722,0.7344410962447968
S001,12548,"S001-WAT-01,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12549,"S001-MED-01,S001-WAT-01,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12550,"S001-MED-02,S001-WAT-01,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12551,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12552,"S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12553,"S001-MED-01,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12554,"S001-MED-02,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12555,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12556,"S001-WAT-01,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12557,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12558,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12559,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12560,"S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12561,"S001-MED-01,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12562,"S001-MED-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12563,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12564,"S001-WAT-01,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12565,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12566,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12567,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12568,"S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12569,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12570,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12571,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12572,"S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12573,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12574,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12575,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12576,"S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,4,42.0,0.11699999999999999,2.2061238300702657,1361.280847221722,0.7242345212412168
S001,12577,"S001-MED-01,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12578,"S001-MED-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,45.0,0.129,2.2419125617660614,1427.280847221722,0.7197609297792423
S001,12579,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,48.0,0.14100000000000001,2.2809986530833597,1493.280847221722,0.71487516836458
S001,12580,"S001-WAT-01,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12581,"S001-MED-01,S001-WAT-01,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12582,"S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12583,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12584,"S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12585,"S001-MED-01,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12586,"S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12587,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12588,"S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12589,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12590,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12591,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12592,"S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,5,56.0,0.144,2.404547633656105,1427.280847221722,0.6994315457929869
S001,12593,"S001-MED-01,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12594,"S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,59.0,0.156,2.4596685580363125,1493.280847221722,0.6925414302454609
S001,12595,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,62.0,0.168,2.5206778198290847,1559.280847221722,0.6849152725213644
S001,12596,"S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12597,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12598,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12599,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,8,76.0,0.195,2.9170261261747217,1625.280847221722,0.6353717342281597
S001,12600,"S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,6,70.0,0.17099999999999999,2.71985961711914,1493.280847221722,0.6600175478601076
S001,12601,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
S001,12602,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-WAT-07,S001-FOD-03,S001-HYG-01",C,7,73.0,0.183,2.8121617696174215,1559.280847221722,0.6484797787978223
